1 4 2.2245 0.0005
 0.254475	 -0.307925  1.00 0.00128	0.10	0.0 0.0    0 
-0.236625	 -0.351625  0.74 0.00085	0.10	0.0 0.0    0 
 0.012175	 -0.399725  0.70 0.00083  0.10  0.0 0.0    0 
-0.030025	  0.459275  0.08 0.00039  0.10  0.0 0.0    0 
