1 4 2.2245 0.0005
0.2000	 -0.4000  1.00 0.01	 0.01	0.0 0.0    0 
-0.2911	 -0.4437  0.74 0.01	 0.01	0.0 0.0    0 
-0.0423	 -0.4918  0.70 0.01  0.01   0.0 0.0    0 
-0.0845	  0.3672  0.08 0.01  0.01   0.0 0.0    0
